,image_path,prob_male,prob_female
0,augmented/10k-images/0.jpg,1.7222814e-06,0.99999833
0,augmented/10k-images/1.jpg,4.030295e-10,1.0
0,augmented/10k-images/10.jpg,0.6035473,0.39645278
0,augmented/10k-images/100.jpg,0.9999765,2.3513301e-05
0,augmented/10k-images/1000.jpg,0.9999149,8.5149615e-05
0,augmented/10k-images/1001.jpg,0.99966633,0.00033368383
0,augmented/10k-images/1002.jpg,0.9996425,0.0003574794
0,augmented/10k-images/1003.jpg,0.9950027,0.004997298
0,augmented/10k-images/1004.jpg,0.025597205,0.9744028
0,augmented/10k-images/1005.jpg,0.9999994,6.4657536e-07
0,augmented/10k-images/1006.jpg,0.8469682,0.15303181
0,augmented/10k-images/1007.jpg,0.92419934,0.075800635
0,augmented/10k-images/1008.jpg,0.99998426,1.5719128e-05
0,augmented/10k-images/1009.jpg,0.9999918,8.271478e-06
0,augmented/10k-images/101.jpg,0.9999826,1.7433758e-05
0,augmented/10k-images/1010.jpg,1.0,7.810435e-10
0,augmented/10k-images/1011.jpg,1.0,8.377141e-09
0,augmented/10k-images/1012.jpg,0.99246746,0.007532508
0,augmented/10k-images/1013.jpg,0.99999917,8.044924e-07
0,augmented/10k-images/1014.jpg,0.99998343,1.653986e-05
0,augmented/10k-images/1015.jpg,0.000131852,0.99986815
0,augmented/10k-images/1016.jpg,0.0040217675,0.99597824
0,augmented/10k-images/1017.jpg,0.9987208,0.0012791173
0,augmented/10k-images/1018.jpg,0.0012010589,0.99879897
0,augmented/10k-images/1019.jpg,1.00493285e-08,1.0
0,augmented/10k-images/102.jpg,1.2446515e-10,1.0
0,augmented/10k-images/1020.jpg,1.193348e-09,1.0
0,augmented/10k-images/1021.jpg,0.99997795,2.2079594e-05
0,augmented/10k-images/1022.jpg,0.084226,0.915774
0,augmented/10k-images/1023.jpg,0.99999917,7.8284717e-07
0,augmented/10k-images/1024.jpg,0.99998033,1.9702951e-05
0,augmented/10k-images/1025.jpg,0.99937147,0.0006285989
0,augmented/10k-images/1026.jpg,7.9370075e-09,1.0
0,augmented/10k-images/1027.jpg,1.0,8.560731e-09
0,augmented/10k-images/1028.jpg,0.9999956,4.462719e-06
0,augmented/10k-images/1029.jpg,0.9307712,0.06922877
0,augmented/10k-images/103.jpg,1.1281642e-06,0.9999989
0,augmented/10k-images/1030.jpg,0.007773258,0.9922267
