image_path,mouth
final/augmented_10k-images_0.jpg,0.91615874
final/augmented_10k-images_1.jpg,0.8176677
final/augmented_10k-images_1019.jpg,0.7251326
final/augmented_10k-images_102.jpg,0.5716379
final/augmented_10k-images_1020.jpg,0.98421186
final/augmented_10k-images_1026.jpg,0.8312482
final/augmented_10k-images_103.jpg,0.97022253
final/augmented_10k-images_1031.jpg,0.9669379
final/augmented_10k-images_1033.jpg,0.124018095
final/augmented_10k-images_1034.jpg,0.9743215
final/augmented_10k-images_104.jpg,0.52353257
final/augmented_10k-images_1044.jpg,0.017962147
final/augmented_10k-images_1046.jpg,0.9316719
final/augmented_10k-images_1047.jpg,0.043915287
final/augmented_10k-images_105.jpg,0.023426892
final/augmented_10k-images_1052.jpg,0.8258119
final/augmented_10k-images_1054.jpg,0.008399174
final/augmented_10k-images_1056.jpg,0.9625374
final/augmented_10k-images_1058.jpg,0.0050252206
final/augmented_10k-images_106.jpg,0.9746206
final/augmented_10k-images_1061.jpg,0.011379365
final/augmented_10k-images_1062.jpg,0.96390116
final/augmented_10k-images_1064.jpg,0.8909283
final/augmented_10k-images_1071.jpg,0.027832933
final/augmented_10k-images_1072.jpg,0.95889556
final/augmented_10k-images_1074.jpg,0.96597254
final/augmented_10k-images_1076.jpg,0.98413414
final/augmented_10k-images_1080.jpg,0.9886312
final/augmented_10k-images_1081.jpg,0.9976465
final/augmented_10k-images_1084.jpg,0.86219895
final/augmented_10k-images_1086.jpg,0.96653074
final/augmented_10k-images_1089.jpg,0.9751769
final/augmented_10k-images_1091.jpg,0.9958085
final/augmented_10k-images_1095.jpg,0.64851516
final/augmented_10k-images_1096.jpg,0.81572354
final/augmented_10k-images_1097.jpg,0.7167141
final/augmented_10k-images_1098.jpg,0.98482
final/augmented_10k-images_1099.jpg,0.9969292
final/augmented_10k-images_1100.jpg,0.963461
final/augmented_10k-images_1102.jpg,0.0116396565
final/augmented_10k-images_1105.jpg,0.9815144
final/augmented_10k-images_1109.jpg,0.9079429
final/augmented_10k-images_1112.jpg,0.9222777
final/augmented_10k-images_1114.jpg,0.6782587
final/augmented_10k-images_1118.jpg,0.9452005
final/augmented_10k-images_1119.jpg,0.009834345
final/augmented_10k-images_112.jpg,0.8516284
final/augmented_10k-images_1121.jpg,0.9917796
final/augmented_10k-images_1124.jpg,0.20255314
final/augmented_10k-images_1126.jpg,0.9779106
final/augmented_10k-images_1130.jpg,0.97520566
final/augmented_10k-images_1133.jpg,0.883286
final/augmented_10k-images_1143.jpg,0.97648674
final/augmented_10k-images_1144.jpg,0.9575963
final/augmented_10k-images_1146.jpg,0.9890983
final/augmented_10k-images_1151.jpg,0.9827492
final/augmented_10k-images_1152.jpg,0.9626004
final/augmented_10k-images_1153.jpg,0.0071316147
final/augmented_10k-images_1155.jpg,0.018466482
final/augmented_10k-images_1157.jpg,0.079218514
final/augmented_10k-images_1159.jpg,0.038757134
final/augmented_10k-images_116.jpg,0.013068706
final/augmented_10k-images_1162.jpg,0.9728485
final/augmented_10k-images_1165.jpg,0.98524034
final/augmented_10k-images_1166.jpg,0.8799461
final/augmented_10k-images_1169.jpg,0.802643
final/augmented_10k-images_1176.jpg,0.021495687
final/augmented_10k-images_118.jpg,0.993016
final/augmented_10k-images_1184.jpg,0.2711371
final/augmented_10k-images_1189.jpg,0.02313991
final/augmented_10k-images_1192.jpg,0.91798204
final/augmented_10k-images_1193.jpg,0.008022301
final/augmented_10k-images_1194.jpg,0.17570701
final/augmented_10k-images_1195.jpg,0.9049785
final/augmented_10k-images_1199.jpg,0.086482145
final/augmented_10k-images_1200.jpg,0.24599
final/augmented_10k-images_1201.jpg,0.34536314
final/augmented_10k-images_1207.jpg,0.862053
final/augmented_10k-images_1208.jpg,0.8727546
final/augmented_10k-images_1209.jpg,0.05885213
final/augmented_10k-images_121.jpg,0.012988584
final/augmented_10k-images_1210.jpg,0.87153935
final/augmented_10k-images_1211.jpg,0.0075735846
final/augmented_10k-images_1214.jpg,0.931137
final/augmented_10k-images_1215.jpg,0.86439824
final/augmented_10k-images_1217.jpg,0.9390685
final/augmented_10k-images_1221.jpg,0.9478486
final/augmented_10k-images_1222.jpg,0.85269153
final/augmented_10k-images_1223.jpg,0.90222263
final/augmented_10k-images_1226.jpg,0.9493336
final/augmented_10k-images_1229.jpg,0.0047559133
final/augmented_10k-images_123.jpg,0.9954057
final/augmented_10k-images_1230.jpg,0.9417489
final/augmented_10k-images_1231.jpg,0.2072247
final/augmented_10k-images_1232.jpg,0.87378484
final/augmented_10k-images_1233.jpg,0.8589741
final/augmented_10k-images_1234.jpg,0.9642117
final/augmented_10k-images_1235.jpg,0.9839806
final/augmented_10k-images_1236.jpg,0.020713186
final/augmented_10k-images_1237.jpg,0.060043644
final/augmented_10k-images_1238.jpg,0.36267444
final/augmented_10k-images_1241.jpg,0.9562845
final/augmented_10k-images_1242.jpg,0.0717552
final/augmented_10k-images_1243.jpg,0.93207675
final/augmented_10k-images_1244.jpg,0.050375447
final/augmented_10k-images_1246.jpg,0.022634663
final/augmented_10k-images_1249.jpg,0.013165784
final/augmented_10k-images_1254.jpg,0.84249073
final/augmented_10k-images_1264.jpg,0.0061992505
final/augmented_10k-images_1266.jpg,0.7815343
final/augmented_10k-images_1268.jpg,0.92808187
final/augmented_10k-images_1269.jpg,0.5367518
final/augmented_10k-images_1276.jpg,0.9445116
final/augmented_10k-images_1278.jpg,0.021656144
final/augmented_10k-images_1282.jpg,0.95576197
final/augmented_10k-images_1284.jpg,0.7524661
final/augmented_10k-images_1285.jpg,0.97806954
final/augmented_10k-images_1286.jpg,0.70419425
final/augmented_10k-images_1288.jpg,0.97714
final/augmented_10k-images_1289.jpg,0.9685144
final/augmented_10k-images_129.jpg,0.95358
final/augmented_10k-images_1291.jpg,0.99278
final/augmented_10k-images_1293.jpg,0.9917436
final/augmented_10k-images_1296.jpg,0.98228765
final/augmented_10k-images_1297.jpg,0.8832251
final/augmented_10k-images_1299.jpg,0.06928712
final/augmented_10k-images_1304.jpg,0.20619568
final/augmented_10k-images_1305.jpg,0.0067771394
final/augmented_10k-images_1308.jpg,0.012464465
final/augmented_10k-images_131.jpg,0.6869893
final/augmented_10k-images_1310.jpg,0.021443387
