image_path,head
final/augmented_10k-images_0.jpg,0.49783233
final/augmented_10k-images_1.jpg,0.5006335
final/augmented_10k-images_1019.jpg,0.50103515
final/augmented_10k-images_102.jpg,0.49894604
final/augmented_10k-images_1020.jpg,0.49837723
final/augmented_10k-images_1026.jpg,0.49595648
final/augmented_10k-images_103.jpg,0.49922267
final/augmented_10k-images_1031.jpg,0.5097666
final/augmented_10k-images_1033.jpg,0.4980636
final/augmented_10k-images_1034.jpg,0.4964537
final/augmented_10k-images_104.jpg,0.5005822
final/augmented_10k-images_1044.jpg,0.499723
final/augmented_10k-images_1046.jpg,0.49551833
final/augmented_10k-images_1047.jpg,0.5042568
final/augmented_10k-images_105.jpg,0.4982368
final/augmented_10k-images_1052.jpg,0.509875
final/augmented_10k-images_1054.jpg,0.497976
final/augmented_10k-images_1056.jpg,0.49886936
final/augmented_10k-images_1058.jpg,0.5019066
final/augmented_10k-images_106.jpg,0.49595156
final/augmented_10k-images_1061.jpg,0.26389948
final/augmented_10k-images_1062.jpg,0.5015309
final/augmented_10k-images_1064.jpg,0.47086856
final/augmented_10k-images_1071.jpg,0.500544
final/augmented_10k-images_1072.jpg,0.4963564
final/augmented_10k-images_1074.jpg,0.49769443
final/augmented_10k-images_1076.jpg,0.5010547
final/augmented_10k-images_1080.jpg,0.97245467
final/augmented_10k-images_1081.jpg,0.508193
final/augmented_10k-images_1084.jpg,0.50024456
final/augmented_10k-images_1086.jpg,0.45210376
final/augmented_10k-images_1089.jpg,0.5014078
final/augmented_10k-images_1091.jpg,0.06096036
final/augmented_10k-images_1095.jpg,0.73285496
final/augmented_10k-images_1096.jpg,0.5004392
final/augmented_10k-images_1097.jpg,0.49548864
final/augmented_10k-images_1098.jpg,0.49810463
final/augmented_10k-images_1099.jpg,0.443472
final/augmented_10k-images_1100.jpg,0.4967191
final/augmented_10k-images_1102.jpg,0.00482612
final/augmented_10k-images_1105.jpg,0.31636712
final/augmented_10k-images_1109.jpg,0.4959506
final/augmented_10k-images_1112.jpg,0.5016553
final/augmented_10k-images_1114.jpg,0.11589723
final/augmented_10k-images_1118.jpg,0.5062186
final/augmented_10k-images_1119.jpg,0.08353591
final/augmented_10k-images_112.jpg,0.9958656
final/augmented_10k-images_1121.jpg,0.50202596
final/augmented_10k-images_1124.jpg,0.12867995
final/augmented_10k-images_1126.jpg,0.507902
final/augmented_10k-images_1130.jpg,0.49677593
final/augmented_10k-images_1133.jpg,0.4964201
final/augmented_10k-images_1143.jpg,0.49976432
final/augmented_10k-images_1144.jpg,0.49501094
final/augmented_10k-images_1146.jpg,0.50353944
final/augmented_10k-images_1151.jpg,0.49909785
final/augmented_10k-images_1152.jpg,0.7915334
final/augmented_10k-images_1153.jpg,0.5021958
final/augmented_10k-images_1155.jpg,0.14818595
final/augmented_10k-images_1157.jpg,0.93736136
final/augmented_10k-images_1159.jpg,0.9564531
final/augmented_10k-images_116.jpg,0.4965019
final/augmented_10k-images_1162.jpg,0.48144263
final/augmented_10k-images_1165.jpg,0.4594081
final/augmented_10k-images_1166.jpg,0.81823564
final/augmented_10k-images_1169.jpg,0.50307274
final/augmented_10k-images_1176.jpg,0.5124617
final/augmented_10k-images_118.jpg,0.54723215
final/augmented_10k-images_1184.jpg,0.009758482
final/augmented_10k-images_1189.jpg,0.49877793
final/augmented_10k-images_1192.jpg,0.0056399293
final/augmented_10k-images_1193.jpg,0.5017724
final/augmented_10k-images_1194.jpg,0.49985448
final/augmented_10k-images_1195.jpg,0.49888468
final/augmented_10k-images_1199.jpg,0.4984277
final/augmented_10k-images_1200.jpg,0.5772671
final/augmented_10k-images_1201.jpg,0.5046698
final/augmented_10k-images_1207.jpg,0.49861038
final/augmented_10k-images_1208.jpg,0.50577617
final/augmented_10k-images_1209.jpg,0.61940634
final/augmented_10k-images_121.jpg,0.4009038
final/augmented_10k-images_1210.jpg,0.49816167
final/augmented_10k-images_1211.jpg,0.85833657
final/augmented_10k-images_1214.jpg,0.498895
final/augmented_10k-images_1215.jpg,0.49703547
final/augmented_10k-images_1217.jpg,0.49698067
final/augmented_10k-images_1221.jpg,0.4948432
final/augmented_10k-images_1222.jpg,0.5027377
final/augmented_10k-images_1223.jpg,0.5031796
final/augmented_10k-images_1226.jpg,0.46605015
final/augmented_10k-images_1229.jpg,0.49557945
final/augmented_10k-images_123.jpg,0.49620757
final/augmented_10k-images_1230.jpg,0.50541306
final/augmented_10k-images_1231.jpg,0.4398059
final/augmented_10k-images_1232.jpg,0.6558497
final/augmented_10k-images_1233.jpg,0.9656154
final/augmented_10k-images_1234.jpg,0.48694628
final/augmented_10k-images_1235.jpg,0.49833563
final/augmented_10k-images_1236.jpg,0.4996886
final/augmented_10k-images_1237.jpg,0.49482572
final/augmented_10k-images_1238.jpg,0.49929303
final/augmented_10k-images_1241.jpg,0.5469385
final/augmented_10k-images_1242.jpg,0.5034389
final/augmented_10k-images_1243.jpg,0.00016039067
final/augmented_10k-images_1244.jpg,0.50737065
final/augmented_10k-images_1246.jpg,0.49902076
final/augmented_10k-images_1249.jpg,0.5106497
final/augmented_10k-images_1254.jpg,0.84768736
final/augmented_10k-images_1264.jpg,0.99607384
final/augmented_10k-images_1266.jpg,0.49794638
final/augmented_10k-images_1268.jpg,0.5021786
final/augmented_10k-images_1269.jpg,0.5321817
final/augmented_10k-images_1276.jpg,0.81933564
final/augmented_10k-images_1278.jpg,0.50065136
final/augmented_10k-images_1282.jpg,0.3847319
final/augmented_10k-images_1284.jpg,0.50121784
final/augmented_10k-images_1285.jpg,0.49554697
final/augmented_10k-images_1286.jpg,0.5009954
final/augmented_10k-images_1288.jpg,0.4997219
final/augmented_10k-images_1289.jpg,0.52284664
final/augmented_10k-images_129.jpg,0.3539021
final/augmented_10k-images_1291.jpg,0.9977494
final/augmented_10k-images_1293.jpg,0.4959301
final/augmented_10k-images_1296.jpg,0.58567226
final/augmented_10k-images_1297.jpg,0.507939
final/augmented_10k-images_1299.jpg,0.5046567
final/augmented_10k-images_1304.jpg,0.49858975
final/augmented_10k-images_1305.jpg,0.7025268
final/augmented_10k-images_1308.jpg,0.9824332
final/augmented_10k-images_131.jpg,0.6113244
final/augmented_10k-images_1310.jpg,0.49924928
final/augmented_10k-images_1311.jpg,0.50391924
final/augmented_10k-images_1315.jpg,0.96782714
final/augmented_10k-images_1316.jpg,0.5009924
final/augmented_10k-images_132.jpg,0.50314087
final/augmented_10k-images_1320.jpg,0.49668
final/augmented_10k-images_1321.jpg,0.9949124
final/augmented_10k-images_1322.jpg,0.14162298
final/augmented_10k-images_1324.jpg,0.49628687
final/augmented_10k-images_1326.jpg,0.4977945
final/augmented_10k-images_1327.jpg,0.73435026
final/augmented_10k-images_1329.jpg,0.74226564
final/augmented_10k-images_133.jpg,0.49905562
final/augmented_10k-images_1330.jpg,0.5162404
final/augmented_10k-images_1332.jpg,0.31326666
final/augmented_10k-images_1339.jpg,0.50159943
final/augmented_10k-images_1341.jpg,0.49762294
final/augmented_10k-images_1358.jpg,0.4959298
final/augmented_10k-images_1361.jpg,0.504069
final/augmented_10k-images_1363.jpg,0.50868934
final/augmented_10k-images_1365.jpg,0.81213224
final/augmented_10k-images_1367.jpg,0.57641566
final/augmented_10k-images_137.jpg,0.5027123
final/augmented_10k-images_1370.jpg,0.46188858
final/augmented_10k-images_1378.jpg,0.21051311
final/augmented_10k-images_1379.jpg,0.5059386
final/augmented_10k-images_138.jpg,0.11720731
final/augmented_10k-images_1387.jpg,0.50018936
final/augmented_10k-images_1388.jpg,0.49872652
final/augmented_10k-images_1391.jpg,0.5000715
final/augmented_10k-images_1393.jpg,0.1472584
final/augmented_10k-images_1394.jpg,0.5017144
final/augmented_10k-images_1395.jpg,0.49972704
final/augmented_10k-images_1399.jpg,0.88513225
final/augmented_10k-images_1418.jpg,0.013674053
final/augmented_10k-images_1422.jpg,0.5004021
final/augmented_10k-images_1426.jpg,0.49638802
final/augmented_10k-images_1427.jpg,0.503787
final/augmented_10k-images_1430.jpg,0.49927223
final/augmented_10k-images_1434.jpg,0.93556345
final/augmented_10k-images_1436.jpg,0.0030474989
final/augmented_10k-images_1445.jpg,0.50896084
final/augmented_10k-images_1448.jpg,0.9027091
final/augmented_10k-images_1449.jpg,0.98975265
final/augmented_10k-images_1450.jpg,0.41093096
final/augmented_10k-images_146.jpg,0.5031051
final/augmented_10k-images_1460.jpg,0.5667134
final/augmented_10k-images_1464.jpg,0.4976993
final/augmented_10k-images_147.jpg,0.49617627
final/augmented_10k-images_1472.jpg,0.50191545
final/augmented_10k-images_1473.jpg,0.506142
final/augmented_10k-images_1474.jpg,0.5566866
final/augmented_10k-images_1478.jpg,0.3336706
final/augmented_10k-images_1480.jpg,0.5020848
final/augmented_10k-images_1482.jpg,0.34792712
final/augmented_10k-images_1483.jpg,0.5029838
final/augmented_10k-images_1485.jpg,0.5001707
final/augmented_10k-images_1486.jpg,0.078398384
final/augmented_10k-images_1488.jpg,0.5006862
final/augmented_10k-images_1489.jpg,0.5031112
final/augmented_10k-images_1493.jpg,0.079620674
final/augmented_10k-images_1496.jpg,0.49977478
final/augmented_10k-images_1499.jpg,0.5037401
final/augmented_10k-images_15.jpg,0.49946997
final/augmented_10k-images_150.jpg,0.99746466
final/augmented_10k-images_1501.jpg,0.5001865
final/augmented_10k-images_1502.jpg,0.50359356
final/augmented_10k-images_1503.jpg,0.21324016
final/augmented_10k-images_1511.jpg,0.50377566
final/augmented_10k-images_1513.jpg,0.5628629
final/augmented_10k-images_1515.jpg,0.51933956
final/augmented_10k-images_1518.jpg,0.50156605
final/augmented_10k-images_1519.jpg,0.497774
final/augmented_10k-images_1520.jpg,0.5041603
final/augmented_10k-images_1523.jpg,0.99222964
final/augmented_10k-images_1524.jpg,0.50164145
final/augmented_10k-images_1526.jpg,0.5000389
final/augmented_10k-images_1529.jpg,0.49949244
final/augmented_10k-images_1530.jpg,0.5013324
final/augmented_10k-images_1538.jpg,0.50010043
final/augmented_10k-images_154.jpg,0.49740383
final/augmented_10k-images_1542.jpg,0.49926865
final/augmented_10k-images_1544.jpg,0.49046907
final/augmented_10k-images_1547.jpg,0.5075268
final/augmented_10k-images_1548.jpg,0.50273764
final/augmented_10k-images_1553.jpg,0.481685
final/augmented_10k-images_1554.jpg,0.8553258
final/augmented_10k-images_1560.jpg,0.4988475
final/augmented_10k-images_1562.jpg,0.49980602
final/augmented_10k-images_1565.jpg,0.49961227
final/augmented_10k-images_1566.jpg,0.99992824
final/augmented_10k-images_1568.jpg,0.49963024
final/augmented_10k-images_1570.jpg,0.52516264
final/augmented_10k-images_1571.jpg,0.49006236
final/augmented_10k-images_1576.jpg,0.5006001
final/augmented_10k-images_1580.jpg,0.15891573
final/augmented_10k-images_1581.jpg,0.73287135
final/augmented_10k-images_1584.jpg,0.49675333
final/augmented_10k-images_1585.jpg,0.105907984
final/augmented_10k-images_1586.jpg,0.499388
final/augmented_10k-images_1587.jpg,0.50091
final/augmented_10k-images_159.jpg,0.49460888
final/augmented_10k-images_1590.jpg,0.4991389
final/augmented_10k-images_1594.jpg,0.5031473
final/augmented_10k-images_1597.jpg,0.49889725
final/augmented_10k-images_1598.jpg,0.50191844
final/augmented_10k-images_16.jpg,0.50116825
final/augmented_10k-images_1600.jpg,0.16016257
final/augmented_10k-images_1602.jpg,0.51110584
final/augmented_10k-images_1603.jpg,0.5088922
final/augmented_10k-images_1605.jpg,0.49987188
final/augmented_10k-images_1612.jpg,0.9995945
final/augmented_10k-images_1614.jpg,0.5092828
final/augmented_10k-images_1618.jpg,0.49753883
final/augmented_10k-images_1619.jpg,0.559662
final/augmented_10k-images_1620.jpg,0.49654537
final/augmented_10k-images_1621.jpg,0.4992197
final/augmented_10k-images_1623.jpg,0.0037506036
final/augmented_10k-images_1625.jpg,0.50110334
final/augmented_10k-images_1628.jpg,0.5008338
final/augmented_10k-images_1637.jpg,0.5071107
final/augmented_10k-images_1646.jpg,0.50009346
final/augmented_10k-images_1647.jpg,0.49402082
final/augmented_10k-images_1656.jpg,0.50210446
final/augmented_10k-images_1658.jpg,0.9907947
final/augmented_10k-images_166.jpg,0.6147482
final/augmented_10k-images_1660.jpg,0.4971741
final/augmented_10k-images_1661.jpg,0.5021208
final/augmented_10k-images_1666.jpg,0.35906005
final/augmented_10k-images_1668.jpg,0.5027339
final/augmented_10k-images_1669.jpg,0.6079585
final/augmented_10k-images_167.jpg,0.50051403
final/augmented_10k-images_1671.jpg,0.0056239287
final/augmented_10k-images_1672.jpg,0.21060607
final/augmented_10k-images_1677.jpg,0.49643302
final/augmented_10k-images_1679.jpg,0.49576303
final/augmented_10k-images_1684.jpg,0.49903128
final/augmented_10k-images_1685.jpg,0.5008678
final/augmented_10k-images_1694.jpg,0.32556432
final/augmented_10k-images_1696.jpg,0.98187375
final/augmented_10k-images_1697.jpg,0.5027378
final/augmented_10k-images_1698.jpg,0.49585143
final/augmented_10k-images_1701.jpg,0.4957744
final/augmented_10k-images_1704.jpg,0.5072692
final/augmented_10k-images_1705.jpg,0.4974604
final/augmented_10k-images_1706.jpg,0.7217722
final/augmented_10k-images_1707.jpg,0.6658484
final/augmented_10k-images_1708.jpg,0.5046078
final/augmented_10k-images_171.jpg,0.49169818
final/augmented_10k-images_1710.jpg,0.5006892
final/augmented_10k-images_1711.jpg,0.54793286
