image_path,background
dataset/final/augmented_10k-images_0.jpg,0.5043801
dataset/final/augmented_10k-images_1.jpg,0.49893987
dataset/final/augmented_10k-images_1019.jpg,0.4844075
dataset/final/augmented_10k-images_102.jpg,0.50378126
dataset/final/augmented_10k-images_1020.jpg,0.6977972
dataset/final/augmented_10k-images_1026.jpg,0.18100807
dataset/final/augmented_10k-images_103.jpg,0.33234048
dataset/final/augmented_10k-images_1031.jpg,0.5680289
dataset/final/augmented_10k-images_1033.jpg,0.43414614
dataset/final/augmented_10k-images_1034.jpg,0.17314117
dataset/final/augmented_10k-images_104.jpg,0.6801802
dataset/final/augmented_10k-images_1044.jpg,0.55493826
dataset/final/augmented_10k-images_1046.jpg,0.9739372
dataset/final/augmented_10k-images_1047.jpg,0.64311147
dataset/final/augmented_10k-images_105.jpg,0.46674022
dataset/final/augmented_10k-images_1052.jpg,0.4815755
dataset/final/augmented_10k-images_1054.jpg,0.49557993
dataset/final/augmented_10k-images_1056.jpg,0.4828933
dataset/final/augmented_10k-images_1058.jpg,0.54563725
dataset/final/augmented_10k-images_106.jpg,0.4931419
dataset/final/augmented_10k-images_1061.jpg,0.50265676
dataset/final/augmented_10k-images_1062.jpg,0.72535324
dataset/final/augmented_10k-images_1064.jpg,0.4903649
dataset/final/augmented_10k-images_1071.jpg,0.49442434
dataset/final/augmented_10k-images_1072.jpg,0.7326506
dataset/final/augmented_10k-images_1074.jpg,0.19201934
dataset/final/augmented_10k-images_1076.jpg,0.8709444
dataset/final/augmented_10k-images_1080.jpg,0.4900055
dataset/final/augmented_10k-images_1081.jpg,0.49642104
dataset/final/augmented_10k-images_1084.jpg,0.743208
dataset/final/augmented_10k-images_1086.jpg,0.49260253
dataset/final/augmented_10k-images_1089.jpg,0.853383
dataset/final/augmented_10k-images_1091.jpg,0.2758805
dataset/final/augmented_10k-images_1095.jpg,0.015355475
dataset/final/augmented_10k-images_1096.jpg,0.48791185
dataset/final/augmented_10k-images_1097.jpg,0.12881021
dataset/final/augmented_10k-images_1098.jpg,0.50245315
dataset/final/augmented_10k-images_1099.jpg,0.03546283
dataset/final/augmented_10k-images_1100.jpg,0.57487816
dataset/final/augmented_10k-images_1102.jpg,0.75995743
dataset/final/augmented_10k-images_1105.jpg,0.7411583
dataset/final/augmented_10k-images_1109.jpg,0.43106848
dataset/final/augmented_10k-images_1112.jpg,0.49610648
dataset/final/augmented_10k-images_1114.jpg,0.5040759
dataset/final/augmented_10k-images_1118.jpg,0.5740629
dataset/final/augmented_10k-images_1119.jpg,0.24802849
dataset/final/augmented_10k-images_112.jpg,0.9080386
dataset/final/augmented_10k-images_1121.jpg,0.027182285
dataset/final/augmented_10k-images_1124.jpg,0.5402459
dataset/final/augmented_10k-images_1126.jpg,0.54771084
dataset/final/augmented_10k-images_1130.jpg,0.43856296
dataset/final/augmented_10k-images_1133.jpg,0.42706257
dataset/final/augmented_10k-images_1143.jpg,0.093981616
dataset/final/augmented_10k-images_1144.jpg,0.49004087
dataset/final/augmented_10k-images_1146.jpg,0.5276508
dataset/final/augmented_10k-images_1151.jpg,0.7972361
dataset/final/augmented_10k-images_1152.jpg,0.052762438
dataset/final/augmented_10k-images_1153.jpg,0.570489
dataset/final/augmented_10k-images_1155.jpg,0.029927796
dataset/final/augmented_10k-images_1157.jpg,0.680842
dataset/final/augmented_10k-images_1159.jpg,0.47137126
dataset/final/augmented_10k-images_116.jpg,0.82349455
dataset/final/augmented_10k-images_1162.jpg,0.383664
dataset/final/augmented_10k-images_1165.jpg,0.6250504
dataset/final/augmented_10k-images_1166.jpg,0.011767968
dataset/final/augmented_10k-images_1169.jpg,0.56583136
dataset/final/augmented_10k-images_1176.jpg,0.7334144
dataset/final/augmented_10k-images_118.jpg,0.4984142
dataset/final/augmented_10k-images_1184.jpg,0.49492607
dataset/final/augmented_10k-images_1189.jpg,0.49382207
dataset/final/augmented_10k-images_1192.jpg,0.7169559
dataset/final/augmented_10k-images_1193.jpg,0.38410577
dataset/final/augmented_10k-images_1194.jpg,0.4817711
dataset/final/augmented_10k-images_1195.jpg,0.5060736
dataset/final/augmented_10k-images_1199.jpg,0.49835286
dataset/final/augmented_10k-images_1200.jpg,0.8005364
dataset/final/augmented_10k-images_1201.jpg,0.5136421
dataset/final/augmented_10k-images_1207.jpg,0.49546823
dataset/final/augmented_10k-images_1208.jpg,0.49410126
dataset/final/augmented_10k-images_1209.jpg,0.67039347
dataset/final/augmented_10k-images_121.jpg,0.49052584
dataset/final/augmented_10k-images_1210.jpg,0.48281938
dataset/final/augmented_10k-images_1211.jpg,0.48678735
dataset/final/augmented_10k-images_1214.jpg,0.4919209
dataset/final/augmented_10k-images_1215.jpg,0.49608752
dataset/final/augmented_10k-images_1217.jpg,0.90471166
dataset/final/augmented_10k-images_1221.jpg,0.4934232
dataset/final/augmented_10k-images_1222.jpg,0.717967
dataset/final/augmented_10k-images_1223.jpg,0.71131355
dataset/final/augmented_10k-images_1226.jpg,0.031820677
dataset/final/augmented_10k-images_1229.jpg,0.0968604
dataset/final/augmented_10k-images_123.jpg,0.16421428
dataset/final/augmented_10k-images_1230.jpg,0.51317394
dataset/final/augmented_10k-images_1231.jpg,0.5952308
dataset/final/augmented_10k-images_1232.jpg,0.47697538
dataset/final/augmented_10k-images_1233.jpg,0.54673475
dataset/final/augmented_10k-images_1234.jpg,0.6942403
dataset/final/augmented_10k-images_1235.jpg,0.19945276
dataset/final/augmented_10k-images_1236.jpg,0.49285257
dataset/final/augmented_10k-images_1237.jpg,0.046542745
dataset/final/augmented_10k-images_1238.jpg,0.66112894
dataset/final/augmented_10k-images_1241.jpg,0.49823254
dataset/final/augmented_10k-images_1242.jpg,0.75274926
dataset/final/augmented_10k-images_1243.jpg,0.6126646
dataset/final/augmented_10k-images_1244.jpg,0.79177266
dataset/final/augmented_10k-images_1246.jpg,0.018495029
dataset/final/augmented_10k-images_1249.jpg,0.50464606
dataset/final/augmented_10k-images_1254.jpg,0.49373135
dataset/final/augmented_10k-images_1264.jpg,0.56107944
dataset/final/augmented_10k-images_1266.jpg,0.6445597
dataset/final/augmented_10k-images_1268.jpg,0.5069582
dataset/final/augmented_10k-images_1269.jpg,0.4891221
dataset/final/augmented_10k-images_1276.jpg,0.38334498
dataset/final/augmented_10k-images_1278.jpg,0.5526108
dataset/final/augmented_10k-images_1282.jpg,0.6988889
dataset/final/augmented_10k-images_1284.jpg,0.48901328
dataset/final/augmented_10k-images_1285.jpg,0.9857243
dataset/final/augmented_10k-images_1286.jpg,0.49302295
dataset/final/augmented_10k-images_1288.jpg,0.43247694
dataset/final/augmented_10k-images_1289.jpg,0.0054751914
dataset/final/augmented_10k-images_129.jpg,0.49133813
dataset/final/augmented_10k-images_1291.jpg,0.04915651
dataset/final/augmented_10k-images_1293.jpg,0.49423516
dataset/final/augmented_10k-images_1296.jpg,0.4862915
dataset/final/augmented_10k-images_1297.jpg,0.13619098
dataset/final/augmented_10k-images_1299.jpg,0.4773707
dataset/final/augmented_10k-images_1304.jpg,0.47816718
dataset/final/augmented_10k-images_1305.jpg,0.49712437
dataset/final/augmented_10k-images_1308.jpg,0.87651163
dataset/final/augmented_10k-images_131.jpg,0.5108657
dataset/final/augmented_10k-images_1310.jpg,0.49003562
dataset/final/augmented_10k-images_1311.jpg,0.60373074
dataset/final/augmented_10k-images_1315.jpg,0.5188666
dataset/final/augmented_10k-images_1316.jpg,0.8172289
dataset/final/augmented_10k-images_132.jpg,0.19486834
dataset/final/augmented_10k-images_1320.jpg,0.3679568
dataset/final/augmented_10k-images_1321.jpg,0.48675105
dataset/final/augmented_10k-images_1322.jpg,0.5972771
dataset/final/augmented_10k-images_1324.jpg,0.5038987
dataset/final/augmented_10k-images_1326.jpg,0.86552805
dataset/final/augmented_10k-images_1327.jpg,0.41660643
dataset/final/augmented_10k-images_1329.jpg,0.5078771
dataset/final/augmented_10k-images_133.jpg,0.7717507
dataset/final/augmented_10k-images_1330.jpg,0.5657526
dataset/final/augmented_10k-images_1332.jpg,0.4924105
dataset/final/augmented_10k-images_1339.jpg,0.8707363
dataset/final/augmented_10k-images_1341.jpg,0.4947588
dataset/final/augmented_10k-images_1358.jpg,0.31538036
dataset/final/augmented_10k-images_1361.jpg,0.62993443
dataset/final/augmented_10k-images_1363.jpg,0.15445572
dataset/final/augmented_10k-images_1365.jpg,0.1516927
dataset/final/augmented_10k-images_1367.jpg,0.39347136
dataset/final/augmented_10k-images_137.jpg,0.74645025
dataset/final/augmented_10k-images_1370.jpg,0.94902194
dataset/final/augmented_10k-images_1378.jpg,0.67589694
dataset/final/augmented_10k-images_1379.jpg,0.18635301
dataset/final/augmented_10k-images_138.jpg,0.053605262
dataset/final/augmented_10k-images_1387.jpg,0.01299114
dataset/final/augmented_10k-images_1388.jpg,0.49877432
dataset/final/augmented_10k-images_1391.jpg,0.10459597
dataset/final/augmented_10k-images_1393.jpg,0.49084523
dataset/final/augmented_10k-images_1394.jpg,0.48857147
dataset/final/augmented_10k-images_1395.jpg,0.52489537
dataset/final/augmented_10k-images_1399.jpg,0.01555056
dataset/final/augmented_10k-images_1418.jpg,0.76364046
dataset/final/augmented_10k-images_1422.jpg,0.50019246
dataset/final/augmented_10k-images_1426.jpg,0.84518176
dataset/final/augmented_10k-images_1427.jpg,0.0086097745
dataset/final/augmented_10k-images_1430.jpg,0.6881729
dataset/final/augmented_10k-images_1434.jpg,0.37924826
dataset/final/augmented_10k-images_1436.jpg,0.55581117
dataset/final/augmented_10k-images_1445.jpg,0.4903166
dataset/final/augmented_10k-images_1448.jpg,0.4811424
dataset/final/augmented_10k-images_1449.jpg,0.27654323
dataset/final/augmented_10k-images_1450.jpg,0.7236195
dataset/final/augmented_10k-images_146.jpg,0.7522855
dataset/final/augmented_10k-images_1460.jpg,0.49343544
dataset/final/augmented_10k-images_1464.jpg,0.5203374
dataset/final/augmented_10k-images_147.jpg,0.19386362
dataset/final/augmented_10k-images_1472.jpg,0.537325
dataset/final/augmented_10k-images_1473.jpg,0.4958459
dataset/final/augmented_10k-images_1474.jpg,0.0051504746
dataset/final/augmented_10k-images_1478.jpg,0.01236738
dataset/final/augmented_10k-images_1480.jpg,0.52030206
dataset/final/augmented_10k-images_1482.jpg,0.031070752
dataset/final/augmented_10k-images_1483.jpg,0.51638454
dataset/final/augmented_10k-images_1485.jpg,0.3465699
dataset/final/augmented_10k-images_1486.jpg,0.029539475
dataset/final/augmented_10k-images_1488.jpg,0.5141581
dataset/final/augmented_10k-images_1489.jpg,0.6116173
dataset/final/augmented_10k-images_1493.jpg,0.75806516
dataset/final/augmented_10k-images_1496.jpg,0.4958721
dataset/final/augmented_10k-images_1499.jpg,0.489257
dataset/final/augmented_10k-images_15.jpg,0.51084983
dataset/final/augmented_10k-images_150.jpg,0.6381834
dataset/final/augmented_10k-images_1501.jpg,0.49118736
dataset/final/augmented_10k-images_1502.jpg,0.6805134
dataset/final/augmented_10k-images_1503.jpg,0.4925954
dataset/final/augmented_10k-images_1511.jpg,0.5391894
dataset/final/augmented_10k-images_1513.jpg,0.81056964
dataset/final/augmented_10k-images_1515.jpg,0.4847484
dataset/final/augmented_10k-images_1518.jpg,0.49286437
dataset/final/augmented_10k-images_1519.jpg,0.047245055
dataset/final/augmented_10k-images_1520.jpg,0.66307086
dataset/final/augmented_10k-images_1523.jpg,0.4796156
dataset/final/augmented_10k-images_1524.jpg,0.5961273
dataset/final/augmented_10k-images_1526.jpg,0.5185373
dataset/final/augmented_10k-images_1529.jpg,0.49616188
dataset/final/augmented_10k-images_1530.jpg,0.017747575
dataset/final/augmented_10k-images_1538.jpg,0.49731064
dataset/final/augmented_10k-images_154.jpg,0.49002072
dataset/final/augmented_10k-images_1542.jpg,0.06966185
dataset/final/augmented_10k-images_1544.jpg,0.15625638
dataset/final/augmented_10k-images_1547.jpg,0.4937855
dataset/final/augmented_10k-images_1548.jpg,0.46430492
dataset/final/augmented_10k-images_1553.jpg,0.5293093
dataset/final/augmented_10k-images_1554.jpg,0.5050452
dataset/final/augmented_10k-images_1560.jpg,0.023807613
dataset/final/augmented_10k-images_1562.jpg,0.023497097
dataset/final/augmented_10k-images_1565.jpg,0.66000205
dataset/final/augmented_10k-images_1566.jpg,0.35332748
dataset/final/augmented_10k-images_1568.jpg,0.48395544
dataset/final/augmented_10k-images_1570.jpg,0.49891958
dataset/final/augmented_10k-images_1571.jpg,0.51216954
dataset/final/augmented_10k-images_1576.jpg,0.3031817
dataset/final/augmented_10k-images_1580.jpg,0.63705134
dataset/final/augmented_10k-images_1581.jpg,0.49864316
dataset/final/augmented_10k-images_1584.jpg,0.56208706
dataset/final/augmented_10k-images_1585.jpg,0.28315368
dataset/final/augmented_10k-images_1586.jpg,0.053635865
dataset/final/augmented_10k-images_1587.jpg,0.25579053
dataset/final/augmented_10k-images_159.jpg,0.035989724
dataset/final/augmented_10k-images_1590.jpg,0.59660107
dataset/final/augmented_10k-images_1594.jpg,0.48880878
dataset/final/augmented_10k-images_1597.jpg,0.44918793
dataset/final/augmented_10k-images_1598.jpg,0.5590895
dataset/final/augmented_10k-images_16.jpg,0.99609995
dataset/final/augmented_10k-images_1600.jpg,0.7893366
dataset/final/augmented_10k-images_1602.jpg,0.49540374
dataset/final/augmented_10k-images_1603.jpg,0.52979493
dataset/final/augmented_10k-images_1605.jpg,0.46609682
dataset/final/augmented_10k-images_1612.jpg,0.4891613
dataset/final/augmented_10k-images_1614.jpg,0.058939222
dataset/final/augmented_10k-images_1618.jpg,0.692013
dataset/final/augmented_10k-images_1619.jpg,0.4919875
dataset/final/augmented_10k-images_1620.jpg,0.49123824
dataset/final/augmented_10k-images_1621.jpg,0.57263976
dataset/final/augmented_10k-images_1623.jpg,0.38092554
dataset/final/augmented_10k-images_1625.jpg,0.5105368
dataset/final/augmented_10k-images_1628.jpg,0.9766382
dataset/final/augmented_10k-images_1637.jpg,0.47142437
dataset/final/augmented_10k-images_1646.jpg,0.041206095
dataset/final/augmented_10k-images_1647.jpg,0.055909563
dataset/final/augmented_10k-images_1656.jpg,0.5046887
dataset/final/augmented_10k-images_1658.jpg,0.48878646
dataset/final/augmented_10k-images_166.jpg,0.48573756
dataset/final/augmented_10k-images_1660.jpg,0.49658397
dataset/final/augmented_10k-images_1661.jpg,0.43378028
dataset/final/augmented_10k-images_1666.jpg,0.1284577
dataset/final/augmented_10k-images_1668.jpg,0.41632602
dataset/final/augmented_10k-images_1669.jpg,0.2371656
dataset/final/augmented_10k-images_167.jpg,0.010068795
dataset/final/augmented_10k-images_1671.jpg,0.027142607
dataset/final/augmented_10k-images_1672.jpg,0.9341919
dataset/final/augmented_10k-images_1677.jpg,0.11014549
dataset/final/augmented_10k-images_1679.jpg,0.14862287
dataset/final/augmented_10k-images_1684.jpg,0.50753784
dataset/final/augmented_10k-images_1685.jpg,0.49146065
dataset/final/augmented_10k-images_1694.jpg,0.020652045
dataset/final/augmented_10k-images_1696.jpg,0.97832346
dataset/final/augmented_10k-images_1697.jpg,0.026827544
dataset/final/augmented_10k-images_1698.jpg,0.21453789
dataset/final/augmented_10k-images_1701.jpg,0.49311662
dataset/final/augmented_10k-images_1704.jpg,0.021477388
dataset/final/augmented_10k-images_1705.jpg,0.51164895
dataset/final/augmented_10k-images_1706.jpg,0.48827684
dataset/final/augmented_10k-images_1707.jpg,0.494032
dataset/final/augmented_10k-images_1708.jpg,0.514612
dataset/final/augmented_10k-images_171.jpg,0.2716751
dataset/final/augmented_10k-images_1710.jpg,0.5083421
dataset/final/augmented_10k-images_1711.jpg,0.013261702
dataset/final/augmented_10k-images_1712.jpg,0.517239
dataset/final/augmented_10k-images_1714.jpg,0.4890575
dataset/final/augmented_10k-images_172.jpg,0.6849563
dataset/final/augmented_10k-images_1721.jpg,0.76968265
dataset/final/augmented_10k-images_1726.jpg,0.58740395
dataset/final/augmented_10k-images_1728.jpg,0.30755126
dataset/final/augmented_10k-images_1729.jpg,0.49669674
dataset/final/augmented_10k-images_1732.jpg,0.4919939
dataset/final/augmented_10k-images_1736.jpg,0.4898289
dataset/final/augmented_10k-images_1737.jpg,0.4989572
dataset/final/augmented_10k-images_1738.jpg,0.92876107
dataset/final/augmented_10k-images_1740.jpg,0.6562938
dataset/final/augmented_10k-images_1746.jpg,0.5096034
dataset/final/augmented_10k-images_1756.jpg,0.07949739
dataset/final/augmented_10k-images_1757.jpg,0.5476109
dataset/final/augmented_10k-images_1760.jpg,0.8523844
dataset/final/augmented_10k-images_1761.jpg,0.489424
dataset/final/augmented_10k-images_1765.jpg,0.5779213
dataset/final/augmented_10k-images_1766.jpg,0.43262726
dataset/final/augmented_10k-images_1768.jpg,0.84535533
dataset/final/augmented_10k-images_1769.jpg,0.49394408
dataset/final/augmented_10k-images_1773.jpg,0.51250887
dataset/final/augmented_10k-images_1774.jpg,0.47520912
dataset/final/augmented_10k-images_1778.jpg,0.50174755
dataset/final/augmented_10k-images_1779.jpg,0.014596041
dataset/final/augmented_10k-images_1781.jpg,0.6218138
dataset/final/augmented_10k-images_1782.jpg,0.040883597
dataset/final/augmented_10k-images_1783.jpg,0.49807033
dataset/final/augmented_10k-images_1785.jpg,0.52165484
dataset/final/augmented_10k-images_1786.jpg,0.6108857
dataset/final/augmented_10k-images_1789.jpg,0.025253251
dataset/final/augmented_10k-images_1790.jpg,0.39764392
dataset/final/augmented_10k-images_18.jpg,0.30682802
dataset/final/augmented_10k-images_180.jpg,0.080994755
dataset/final/augmented_10k-images_1802.jpg,0.47962052
dataset/final/augmented_10k-images_181.jpg,0.2895933
dataset/final/augmented_10k-images_1812.jpg,0.5517495
dataset/final/augmented_10k-images_1816.jpg,0.5925058
dataset/final/augmented_10k-images_1824.jpg,0.9332947
dataset/final/augmented_10k-images_1827.jpg,0.3581689
dataset/final/augmented_10k-images_1829.jpg,0.5145772
dataset/final/augmented_10k-images_1830.jpg,0.53851825
dataset/final/augmented_10k-images_1835.jpg,0.98820335
dataset/final/augmented_10k-images_1836.jpg,0.9077706
dataset/final/augmented_10k-images_1840.jpg,0.020179626
