image_path,mouth
dataset/final/augmented_10k-images_0.jpg,0.93209356
dataset/final/augmented_10k-images_1.jpg,0.8595049
dataset/final/augmented_10k-images_1019.jpg,0.74891615
dataset/final/augmented_10k-images_102.jpg,0.64067453
dataset/final/augmented_10k-images_1020.jpg,0.9890314
dataset/final/augmented_10k-images_1026.jpg,0.8433774
dataset/final/augmented_10k-images_103.jpg,0.9760991
dataset/final/augmented_10k-images_1031.jpg,0.97593486
dataset/final/augmented_10k-images_1033.jpg,0.33214077
dataset/final/augmented_10k-images_1034.jpg,0.9925438
dataset/final/augmented_10k-images_104.jpg,0.5049313
dataset/final/augmented_10k-images_1044.jpg,0.016387977
dataset/final/augmented_10k-images_1046.jpg,0.8606494
dataset/final/augmented_10k-images_1047.jpg,0.04217751
dataset/final/augmented_10k-images_105.jpg,0.012984953
dataset/final/augmented_10k-images_1052.jpg,0.83662665
dataset/final/augmented_10k-images_1054.jpg,0.011689307
dataset/final/augmented_10k-images_1056.jpg,0.9792235
dataset/final/augmented_10k-images_1058.jpg,0.0130438395
dataset/final/augmented_10k-images_106.jpg,0.97581154
dataset/final/augmented_10k-images_1061.jpg,0.008115856
dataset/final/augmented_10k-images_1062.jpg,0.9651182
dataset/final/augmented_10k-images_1064.jpg,0.9110004
dataset/final/augmented_10k-images_1071.jpg,0.019934913
dataset/final/augmented_10k-images_1072.jpg,0.9756162
dataset/final/augmented_10k-images_1074.jpg,0.9804884
dataset/final/augmented_10k-images_1076.jpg,0.98993695
dataset/final/augmented_10k-images_1080.jpg,0.985811
dataset/final/augmented_10k-images_1081.jpg,0.9982652
dataset/final/augmented_10k-images_1084.jpg,0.9162987
dataset/final/augmented_10k-images_1086.jpg,0.9863064
dataset/final/augmented_10k-images_1089.jpg,0.981281
dataset/final/augmented_10k-images_1091.jpg,0.99920434
dataset/final/augmented_10k-images_1095.jpg,0.74675524
dataset/final/augmented_10k-images_1096.jpg,0.83144027
dataset/final/augmented_10k-images_1097.jpg,0.74631745
dataset/final/augmented_10k-images_1098.jpg,0.9874533
dataset/final/augmented_10k-images_1099.jpg,0.997528
dataset/final/augmented_10k-images_1100.jpg,0.9555159
dataset/final/augmented_10k-images_1102.jpg,0.011499684
dataset/final/augmented_10k-images_1105.jpg,0.98755884
dataset/final/augmented_10k-images_1109.jpg,0.9262657
dataset/final/augmented_10k-images_1112.jpg,0.93851954
dataset/final/augmented_10k-images_1114.jpg,0.74527663
dataset/final/augmented_10k-images_1118.jpg,0.97498566
dataset/final/augmented_10k-images_1119.jpg,0.014759818
dataset/final/augmented_10k-images_112.jpg,0.7751995
dataset/final/augmented_10k-images_1121.jpg,0.99412835
dataset/final/augmented_10k-images_1124.jpg,0.19735534
dataset/final/augmented_10k-images_1126.jpg,0.9898314
dataset/final/augmented_10k-images_1130.jpg,0.97836703
dataset/final/augmented_10k-images_1133.jpg,0.8922176
dataset/final/augmented_10k-images_1143.jpg,0.9814182
dataset/final/augmented_10k-images_1144.jpg,0.98576945
dataset/final/augmented_10k-images_1146.jpg,0.99244386
dataset/final/augmented_10k-images_1151.jpg,0.9928478
dataset/final/augmented_10k-images_1152.jpg,0.944455
dataset/final/augmented_10k-images_1153.jpg,0.010103169
dataset/final/augmented_10k-images_1155.jpg,0.018425206
dataset/final/augmented_10k-images_1157.jpg,0.022378646
dataset/final/augmented_10k-images_1159.jpg,0.04265058
dataset/final/augmented_10k-images_116.jpg,0.018412082
dataset/final/augmented_10k-images_1162.jpg,0.97810316
dataset/final/augmented_10k-images_1165.jpg,0.978868
dataset/final/augmented_10k-images_1166.jpg,0.88588077
dataset/final/augmented_10k-images_1169.jpg,0.8335305
dataset/final/augmented_10k-images_1176.jpg,0.1758462
dataset/final/augmented_10k-images_118.jpg,0.98448837
dataset/final/augmented_10k-images_1184.jpg,0.77716523
dataset/final/augmented_10k-images_1189.jpg,0.03261594
dataset/final/augmented_10k-images_1192.jpg,0.9081267
dataset/final/augmented_10k-images_1193.jpg,0.009980037
dataset/final/augmented_10k-images_1194.jpg,0.46844226
dataset/final/augmented_10k-images_1195.jpg,0.9544607
dataset/final/augmented_10k-images_1199.jpg,0.078861706
dataset/final/augmented_10k-images_1200.jpg,0.27415302
dataset/final/augmented_10k-images_1201.jpg,0.123138264
dataset/final/augmented_10k-images_1207.jpg,0.8728637
dataset/final/augmented_10k-images_1208.jpg,0.93754655
dataset/final/augmented_10k-images_1209.jpg,0.17047854
dataset/final/augmented_10k-images_121.jpg,0.011959284
dataset/final/augmented_10k-images_1210.jpg,0.9320083
dataset/final/augmented_10k-images_1211.jpg,0.008154058
dataset/final/augmented_10k-images_1214.jpg,0.93675673
dataset/final/augmented_10k-images_1215.jpg,0.91770506
dataset/final/augmented_10k-images_1217.jpg,0.9555406
dataset/final/augmented_10k-images_1221.jpg,0.9772157
dataset/final/augmented_10k-images_1222.jpg,0.91332084
dataset/final/augmented_10k-images_1223.jpg,0.95697737
dataset/final/augmented_10k-images_1226.jpg,0.9609042
dataset/final/augmented_10k-images_1229.jpg,0.0162936
dataset/final/augmented_10k-images_123.jpg,0.9984487
dataset/final/augmented_10k-images_1230.jpg,0.8874494
dataset/final/augmented_10k-images_1231.jpg,0.45206717
dataset/final/augmented_10k-images_1232.jpg,0.9019934
dataset/final/augmented_10k-images_1233.jpg,0.81507003
dataset/final/augmented_10k-images_1234.jpg,0.9799247
dataset/final/augmented_10k-images_1235.jpg,0.9876752
dataset/final/augmented_10k-images_1236.jpg,0.02548036
dataset/final/augmented_10k-images_1237.jpg,0.14071828
dataset/final/augmented_10k-images_1238.jpg,0.4579748
dataset/final/augmented_10k-images_1241.jpg,0.9684424
dataset/final/augmented_10k-images_1242.jpg,0.034123726
dataset/final/augmented_10k-images_1243.jpg,0.85608107
dataset/final/augmented_10k-images_1244.jpg,0.14063117
dataset/final/augmented_10k-images_1246.jpg,0.028351735
dataset/final/augmented_10k-images_1249.jpg,0.012733146
dataset/final/augmented_10k-images_1254.jpg,0.87630194
dataset/final/augmented_10k-images_1264.jpg,0.0043110964
dataset/final/augmented_10k-images_1266.jpg,0.8524659
dataset/final/augmented_10k-images_1268.jpg,0.9644995
dataset/final/augmented_10k-images_1269.jpg,0.5265786
dataset/final/augmented_10k-images_1276.jpg,0.9583005
dataset/final/augmented_10k-images_1278.jpg,0.03450265
dataset/final/augmented_10k-images_1282.jpg,0.9713676
dataset/final/augmented_10k-images_1284.jpg,0.6319307
dataset/final/augmented_10k-images_1285.jpg,0.9861644
dataset/final/augmented_10k-images_1286.jpg,0.7995342
dataset/final/augmented_10k-images_1288.jpg,0.98981106
dataset/final/augmented_10k-images_1289.jpg,0.96863747
dataset/final/augmented_10k-images_129.jpg,0.9697934
dataset/final/augmented_10k-images_1291.jpg,0.99384046
dataset/final/augmented_10k-images_1293.jpg,0.9959182
dataset/final/augmented_10k-images_1296.jpg,0.9848742
dataset/final/augmented_10k-images_1297.jpg,0.9332535
dataset/final/augmented_10k-images_1299.jpg,0.2832434
dataset/final/augmented_10k-images_1304.jpg,0.27131337
dataset/final/augmented_10k-images_1305.jpg,0.008926946
dataset/final/augmented_10k-images_1308.jpg,0.0089454
dataset/final/augmented_10k-images_131.jpg,0.7660114
dataset/final/augmented_10k-images_1310.jpg,0.024837604
dataset/final/augmented_10k-images_1311.jpg,0.989665
dataset/final/augmented_10k-images_1315.jpg,0.6097277
dataset/final/augmented_10k-images_1316.jpg,0.9446755
dataset/final/augmented_10k-images_132.jpg,0.05307638
dataset/final/augmented_10k-images_1320.jpg,0.7872471
dataset/final/augmented_10k-images_1321.jpg,0.023221858
dataset/final/augmented_10k-images_1322.jpg,0.95839334
dataset/final/augmented_10k-images_1324.jpg,0.016015286
dataset/final/augmented_10k-images_1326.jpg,0.9872547
dataset/final/augmented_10k-images_1327.jpg,0.66622657
dataset/final/augmented_10k-images_1329.jpg,0.03162136
dataset/final/augmented_10k-images_133.jpg,0.82933897
dataset/final/augmented_10k-images_1330.jpg,0.03165648
dataset/final/augmented_10k-images_1332.jpg,0.96231526
dataset/final/augmented_10k-images_1339.jpg,0.63929003
dataset/final/augmented_10k-images_1341.jpg,0.41192415
dataset/final/augmented_10k-images_1358.jpg,0.8288419
dataset/final/augmented_10k-images_1361.jpg,0.9808564
dataset/final/augmented_10k-images_1363.jpg,0.906515
dataset/final/augmented_10k-images_1365.jpg,0.9926649
dataset/final/augmented_10k-images_1367.jpg,0.9264985
dataset/final/augmented_10k-images_137.jpg,0.01300483
dataset/final/augmented_10k-images_1370.jpg,0.71805567
dataset/final/augmented_10k-images_1378.jpg,0.016961839
dataset/final/augmented_10k-images_1379.jpg,0.7926772
dataset/final/augmented_10k-images_138.jpg,0.75918907
dataset/final/augmented_10k-images_1387.jpg,0.92397946
dataset/final/augmented_10k-images_1388.jpg,0.958836
dataset/final/augmented_10k-images_1391.jpg,0.8904745
dataset/final/augmented_10k-images_1393.jpg,0.65088373
dataset/final/augmented_10k-images_1394.jpg,0.029255856
dataset/final/augmented_10k-images_1395.jpg,0.9706472
dataset/final/augmented_10k-images_1399.jpg,0.015046154
dataset/final/augmented_10k-images_1418.jpg,0.0068301107
dataset/final/augmented_10k-images_1422.jpg,0.9722124
dataset/final/augmented_10k-images_1426.jpg,0.87159514
dataset/final/augmented_10k-images_1427.jpg,0.0051021245
dataset/final/augmented_10k-images_1430.jpg,0.9850144
dataset/final/augmented_10k-images_1434.jpg,0.80925995
dataset/final/augmented_10k-images_1436.jpg,0.26466107
dataset/final/augmented_10k-images_1445.jpg,0.007509995
dataset/final/augmented_10k-images_1448.jpg,0.9646412
dataset/final/augmented_10k-images_1449.jpg,0.012951921
dataset/final/augmented_10k-images_1450.jpg,0.05276209
dataset/final/augmented_10k-images_146.jpg,0.9861942
dataset/final/augmented_10k-images_1460.jpg,0.0037092133
dataset/final/augmented_10k-images_1464.jpg,0.9805125
dataset/final/augmented_10k-images_147.jpg,0.99437404
dataset/final/augmented_10k-images_1472.jpg,0.98798263
dataset/final/augmented_10k-images_1473.jpg,0.98820996
dataset/final/augmented_10k-images_1474.jpg,0.9718962
dataset/final/augmented_10k-images_1478.jpg,0.91539866
dataset/final/augmented_10k-images_1480.jpg,0.00602864
dataset/final/augmented_10k-images_1482.jpg,0.9662417
dataset/final/augmented_10k-images_1483.jpg,0.61012435
dataset/final/augmented_10k-images_1485.jpg,0.99750924
dataset/final/augmented_10k-images_1486.jpg,0.98901176
dataset/final/augmented_10k-images_1488.jpg,0.032531414
dataset/final/augmented_10k-images_1489.jpg,0.51928854
dataset/final/augmented_10k-images_1493.jpg,0.94947934
dataset/final/augmented_10k-images_1496.jpg,0.915046
dataset/final/augmented_10k-images_1499.jpg,0.87645483
dataset/final/augmented_10k-images_15.jpg,0.93463326
dataset/final/augmented_10k-images_150.jpg,0.9904371
dataset/final/augmented_10k-images_1501.jpg,0.99093175
dataset/final/augmented_10k-images_1502.jpg,0.12198832
dataset/final/augmented_10k-images_1503.jpg,0.026909715
dataset/final/augmented_10k-images_1511.jpg,0.96066815
dataset/final/augmented_10k-images_1513.jpg,0.016990963
dataset/final/augmented_10k-images_1515.jpg,0.7812978
dataset/final/augmented_10k-images_1518.jpg,0.046181533
dataset/final/augmented_10k-images_1519.jpg,0.79180425
dataset/final/augmented_10k-images_1520.jpg,0.00998852
dataset/final/augmented_10k-images_1523.jpg,0.0049721748
dataset/final/augmented_10k-images_1524.jpg,0.9422605
dataset/final/augmented_10k-images_1526.jpg,0.013587218
dataset/final/augmented_10k-images_1529.jpg,0.9912977
dataset/final/augmented_10k-images_1530.jpg,0.57804894
dataset/final/augmented_10k-images_1538.jpg,0.32776606
dataset/final/augmented_10k-images_154.jpg,0.9335037
dataset/final/augmented_10k-images_1542.jpg,0.009428591
dataset/final/augmented_10k-images_1544.jpg,0.9502007
dataset/final/augmented_10k-images_1547.jpg,0.9195997
dataset/final/augmented_10k-images_1548.jpg,0.9605003
dataset/final/augmented_10k-images_1553.jpg,0.97034746
dataset/final/augmented_10k-images_1554.jpg,0.010787849
dataset/final/augmented_10k-images_1560.jpg,0.98947144
dataset/final/augmented_10k-images_1562.jpg,0.5754446
dataset/final/augmented_10k-images_1565.jpg,0.8170403
dataset/final/augmented_10k-images_1566.jpg,0.023959283
dataset/final/augmented_10k-images_1568.jpg,0.9687894
