,image_path,prob_male,prob_female
0,dataset/augmented/10k-images/0.jpg,1.7222796e-06,0.99999833
0,dataset/augmented/10k-images/1.jpg,4.0302797e-10,1.0
0,dataset/augmented/10k-images/10.jpg,0.60354704,0.39645296
0,dataset/augmented/10k-images/100.jpg,0.9999765,2.3513301e-05
0,dataset/augmented/10k-images/1000.jpg,0.9999149,8.5149615e-05
0,dataset/augmented/10k-images/1001.jpg,0.99966633,0.00033368383
0,dataset/augmented/10k-images/1002.jpg,0.9996425,0.00035747906
0,dataset/augmented/10k-images/1003.jpg,0.9950027,0.004997298
0,dataset/augmented/10k-images/1004.jpg,0.025597192,0.9744028
0,dataset/augmented/10k-images/1005.jpg,0.9999994,6.4657473e-07
0,dataset/augmented/10k-images/1006.jpg,0.84696823,0.15303175
0,dataset/augmented/10k-images/1007.jpg,0.9241995,0.075800434
0,dataset/augmented/10k-images/1008.jpg,0.99998426,1.5719113e-05
0,dataset/augmented/10k-images/1009.jpg,0.9999918,8.271485e-06
0,dataset/augmented/10k-images/101.jpg,0.9999826,1.7433791e-05
0,dataset/augmented/10k-images/1010.jpg,1.0,7.810435e-10
0,dataset/augmented/10k-images/1011.jpg,1.0,8.377141e-09
0,dataset/augmented/10k-images/1012.jpg,0.99246746,0.0075325365
0,dataset/augmented/10k-images/1013.jpg,0.99999917,8.0449166e-07
0,dataset/augmented/10k-images/1014.jpg,0.99998343,1.653986e-05
0,dataset/augmented/10k-images/1015.jpg,0.00013185226,0.99986815
0,dataset/augmented/10k-images/1016.jpg,0.0040217713,0.99597824
0,dataset/augmented/10k-images/1017.jpg,0.9987208,0.0012791161
0,dataset/augmented/10k-images/1018.jpg,0.0012010583,0.99879897
0,dataset/augmented/10k-images/1019.jpg,1.00493285e-08,1.0
0,dataset/augmented/10k-images/102.jpg,1.2446467e-10,1.0
0,dataset/augmented/10k-images/1020.jpg,1.193348e-09,1.0
0,dataset/augmented/10k-images/1021.jpg,0.99997795,2.2079572e-05
0,dataset/augmented/10k-images/1022.jpg,0.08422613,0.9157739
0,dataset/augmented/10k-images/1023.jpg,0.99999917,7.8284717e-07
0,dataset/augmented/10k-images/1024.jpg,0.99998033,1.9702951e-05
0,dataset/augmented/10k-images/1025.jpg,0.99937147,0.0006285989
0,dataset/augmented/10k-images/1026.jpg,7.936992e-09,1.0
0,dataset/augmented/10k-images/1027.jpg,1.0,8.560731e-09
0,dataset/augmented/10k-images/1028.jpg,0.9999956,4.462715e-06
0,dataset/augmented/10k-images/1029.jpg,0.9307712,0.06922877
0,dataset/augmented/10k-images/103.jpg,1.1281642e-06,0.9999989
0,dataset/augmented/10k-images/1030.jpg,0.0077732466,0.9922267
0,dataset/augmented/10k-images/1031.jpg,1.1702776e-05,0.9999883
0,dataset/augmented/10k-images/1032.jpg,0.010503249,0.9894967
0,dataset/augmented/10k-images/1033.jpg,3.4236652e-10,1.0
0,dataset/augmented/10k-images/1034.jpg,2.2150107e-12,1.0
0,dataset/augmented/10k-images/1035.jpg,1.0,3.4173644e-09
0,dataset/augmented/10k-images/1036.jpg,0.9999361,6.392331e-05
0,dataset/augmented/10k-images/1037.jpg,0.999373,0.00062700163
0,dataset/augmented/10k-images/1038.jpg,1.0,3.9860275e-08
0,dataset/augmented/10k-images/1039.jpg,0.28821054,0.7117894
0,dataset/augmented/10k-images/104.jpg,1.8725092e-07,0.99999976
0,dataset/augmented/10k-images/1040.jpg,0.9999993,6.5809724e-07
0,dataset/augmented/10k-images/1041.jpg,0.00012356223,0.9998764
0,dataset/augmented/10k-images/1042.jpg,0.9997811,0.00021893733
0,dataset/augmented/10k-images/1043.jpg,0.016363075,0.9836369
0,dataset/augmented/10k-images/1044.jpg,1.11685814e-07,0.9999999
0,dataset/augmented/10k-images/1045.jpg,0.9557721,0.044227928
0,dataset/augmented/10k-images/1046.jpg,4.897873e-10,1.0
0,dataset/augmented/10k-images/1047.jpg,2.3133709e-10,1.0
0,dataset/augmented/10k-images/1048.jpg,0.9285093,0.07149066
0,dataset/augmented/10k-images/1049.jpg,0.0015944071,0.99840564
0,dataset/augmented/10k-images/105.jpg,8.2149563e-07,0.99999917
0,dataset/augmented/10k-images/1050.jpg,0.99937916,0.0006208367
0,dataset/augmented/10k-images/1051.jpg,0.00023586063,0.99976414
0,dataset/augmented/10k-images/1052.jpg,9.167434e-09,1.0
0,dataset/augmented/10k-images/1053.jpg,0.9999999,8.913036e-08
0,dataset/augmented/10k-images/1054.jpg,1.8970612e-05,0.99998105
0,dataset/augmented/10k-images/1055.jpg,0.99999964,3.906613e-07
0,dataset/augmented/10k-images/1056.jpg,2.3557226e-08,1.0
0,dataset/augmented/10k-images/1057.jpg,0.99999917,7.753688e-07
0,dataset/augmented/10k-images/1058.jpg,4.075493e-06,0.99999595
0,dataset/augmented/10k-images/1059.jpg,0.22240268,0.7775973
0,dataset/augmented/10k-images/106.jpg,4.3208906e-10,1.0
0,dataset/augmented/10k-images/1060.jpg,0.005826601,0.99417335
0,dataset/augmented/10k-images/1061.jpg,8.96089e-06,0.99999106
0,dataset/augmented/10k-images/1062.jpg,2.8250265e-06,0.99999714
0,dataset/augmented/10k-images/1063.jpg,0.9694055,0.030594463
0,dataset/augmented/10k-images/1064.jpg,3.7412637e-08,1.0
0,dataset/augmented/10k-images/1065.jpg,0.9989573,0.0010427167
0,dataset/augmented/10k-images/1066.jpg,0.001368125,0.9986319
0,dataset/augmented/10k-images/1067.jpg,1.0,2.4898086e-09
0,dataset/augmented/10k-images/1068.jpg,0.99999917,8.491067e-07
0,dataset/augmented/10k-images/1069.jpg,0.91822785,0.08177215
0,dataset/augmented/10k-images/107.jpg,0.9870111,0.012988909
0,dataset/augmented/10k-images/1070.jpg,0.0005886004,0.99941146
0,dataset/augmented/10k-images/1071.jpg,6.570255e-07,0.9999993
0,dataset/augmented/10k-images/1072.jpg,1.0877531e-07,0.9999999
0,dataset/augmented/10k-images/1073.jpg,0.999931,6.905418e-05
0,dataset/augmented/10k-images/1074.jpg,1.0429572e-09,1.0
0,dataset/augmented/10k-images/1075.jpg,0.99975604,0.00024401263
0,dataset/augmented/10k-images/1076.jpg,2.5781945e-09,1.0
0,dataset/augmented/10k-images/1077.jpg,0.99998236,1.7596883e-05
0,dataset/augmented/10k-images/1078.jpg,0.9939055,0.006094509
0,dataset/augmented/10k-images/1079.jpg,0.9997273,0.00027266445
0,dataset/augmented/10k-images/108.jpg,0.0014947043,0.99850535
0,dataset/augmented/10k-images/1080.jpg,7.28131e-06,0.9999927
0,dataset/augmented/10k-images/1081.jpg,2.7859248e-06,0.99999726
0,dataset/augmented/10k-images/1082.jpg,0.9994362,0.0005637315
0,dataset/augmented/10k-images/1083.jpg,0.0016575734,0.9983424
0,dataset/augmented/10k-images/1084.jpg,2.2465281e-10,1.0
0,dataset/augmented/10k-images/1085.jpg,0.0013621068,0.99863786
0,dataset/augmented/10k-images/1086.jpg,4.6908957e-07,0.9999995
0,dataset/augmented/10k-images/1087.jpg,0.9999808,1.9248395e-05
0,dataset/augmented/10k-images/1088.jpg,0.99999857,1.4230162e-06
0,dataset/augmented/10k-images/1089.jpg,4.533297e-12,1.0
0,dataset/augmented/10k-images/109.jpg,0.99991703,8.2981926e-05
0,dataset/augmented/10k-images/1090.jpg,0.99999845,1.5710157e-06
0,dataset/augmented/10k-images/1091.jpg,2.9210886e-08,1.0
0,dataset/augmented/10k-images/1092.jpg,0.9057677,0.094232276
0,dataset/augmented/10k-images/1093.jpg,0.73510045,0.26489958
0,dataset/augmented/10k-images/1094.jpg,0.9466285,0.053371534
0,dataset/augmented/10k-images/1095.jpg,5.1453197e-09,1.0
0,dataset/augmented/10k-images/1096.jpg,6.8361726e-11,1.0
0,dataset/augmented/10k-images/1097.jpg,1.9829386e-07,0.99999976
0,dataset/augmented/10k-images/1098.jpg,1.5410592e-08,1.0
0,dataset/augmented/10k-images/1099.jpg,2.6617718e-05,0.9999734
0,dataset/augmented/10k-images/11.jpg,0.00045933548,0.9995407
0,dataset/augmented/10k-images/110.jpg,0.9999943,5.7149455e-06
0,dataset/augmented/10k-images/1100.jpg,1.2720592e-11,1.0
0,dataset/augmented/10k-images/1101.jpg,0.9999999,8.305692e-08
0,dataset/augmented/10k-images/1102.jpg,1.3547516e-10,1.0
0,dataset/augmented/10k-images/1103.jpg,0.0030076182,0.99699235
0,dataset/augmented/10k-images/1104.jpg,0.9999132,8.68116e-05
0,dataset/augmented/10k-images/1105.jpg,1.2449221e-10,1.0
0,dataset/augmented/10k-images/1106.jpg,0.0012120323,0.99878794
0,dataset/augmented/10k-images/1107.jpg,0.9999869,1.30911285e-05
0,dataset/augmented/10k-images/1108.jpg,0.09242485,0.90757513
0,dataset/augmented/10k-images/1109.jpg,4.3487624e-05,0.9999565
0,dataset/augmented/10k-images/111.jpg,0.00055236625,0.99944764
0,dataset/augmented/10k-images/1110.jpg,0.99895585,0.0010441731
0,dataset/augmented/10k-images/1111.jpg,1.0,4.42325e-09
0,dataset/augmented/10k-images/1112.jpg,4.6178448e-06,0.99999535
0,dataset/augmented/10k-images/1113.jpg,0.0014929168,0.9985071
0,dataset/augmented/10k-images/1114.jpg,2.066193e-05,0.9999794
0,dataset/augmented/10k-images/1115.jpg,0.99998355,1.647607e-05
0,dataset/augmented/10k-images/1116.jpg,0.001491464,0.9985085
0,dataset/augmented/10k-images/1117.jpg,0.99999607,3.92776e-06
0,dataset/augmented/10k-images/1118.jpg,4.007546e-09,1.0
0,dataset/augmented/10k-images/1119.jpg,6.099334e-07,0.9999994
0,dataset/augmented/10k-images/112.jpg,1.0592227e-05,0.9999894
0,dataset/augmented/10k-images/1120.jpg,0.090493016,0.90950704
0,dataset/augmented/10k-images/1121.jpg,3.077216e-07,0.99999964
0,dataset/augmented/10k-images/1122.jpg,0.99999976,2.3818717e-07
0,dataset/augmented/10k-images/1123.jpg,0.008830487,0.9911696
0,dataset/augmented/10k-images/1124.jpg,6.4440606e-08,0.9999999
0,dataset/augmented/10k-images/1125.jpg,0.00025578076,0.99974424
0,dataset/augmented/10k-images/1126.jpg,2.490667e-10,1.0
0,dataset/augmented/10k-images/1127.jpg,0.9954116,0.0045884023
0,dataset/augmented/10k-images/1128.jpg,0.9997676,0.00023243872
0,dataset/augmented/10k-images/1129.jpg,0.9989575,0.0010425281
0,dataset/augmented/10k-images/113.jpg,0.9937636,0.0062364377
0,dataset/augmented/10k-images/1130.jpg,7.874141e-05,0.9999212
0,dataset/augmented/10k-images/1131.jpg,0.00014191681,0.999858
0,dataset/augmented/10k-images/1132.jpg,0.99999785,2.1928258e-06
0,dataset/augmented/10k-images/1133.jpg,4.4969827e-05,0.99995506
0,dataset/augmented/10k-images/1134.jpg,0.0055675823,0.9944324
0,dataset/augmented/10k-images/1135.jpg,0.9999995,5.140869e-07
0,dataset/augmented/10k-images/1136.jpg,0.99998987,1.008767e-05
0,dataset/augmented/10k-images/1137.jpg,0.98448664,0.015513308
0,dataset/augmented/10k-images/1138.jpg,0.9999021,9.7823366e-05
0,dataset/augmented/10k-images/1139.jpg,0.9999999,8.490227e-08
0,dataset/augmented/10k-images/114.jpg,0.6946989,0.305301
0,dataset/augmented/10k-images/1140.jpg,0.012445111,0.98755485
0,dataset/augmented/10k-images/1141.jpg,0.99999976,2.0443177e-07
0,dataset/augmented/10k-images/1142.jpg,0.045007348,0.9549927
0,dataset/augmented/10k-images/1143.jpg,3.423538e-08,1.0
0,dataset/augmented/10k-images/1144.jpg,2.4299867e-08,1.0
0,dataset/augmented/10k-images/1145.jpg,0.056081824,0.9439181
0,dataset/augmented/10k-images/1146.jpg,2.2866646e-09,1.0
0,dataset/augmented/10k-images/1147.jpg,0.0026734814,0.9973265
0,dataset/augmented/10k-images/1148.jpg,0.9999969,3.106453e-06
0,dataset/augmented/10k-images/1149.jpg,0.021266669,0.97873336
0,dataset/augmented/10k-images/115.jpg,0.9990695,0.0009304827
0,dataset/augmented/10k-images/1150.jpg,0.99959713,0.00040283412
0,dataset/augmented/10k-images/1151.jpg,3.3327106e-13,1.0
0,dataset/augmented/10k-images/1152.jpg,2.1685896e-06,0.99999785
0,dataset/augmented/10k-images/1153.jpg,8.412559e-09,1.0
0,dataset/augmented/10k-images/1154.jpg,0.00012415547,0.9998758
0,dataset/augmented/10k-images/1155.jpg,1.8662216e-09,1.0
0,dataset/augmented/10k-images/1156.jpg,0.99999785,2.1163412e-06
0,dataset/augmented/10k-images/1157.jpg,7.503906e-06,0.9999925
0,dataset/augmented/10k-images/1158.jpg,0.9999988,1.1337155e-06
0,dataset/augmented/10k-images/1159.jpg,4.646222e-08,1.0
0,dataset/augmented/10k-images/116.jpg,1.8145203e-08,1.0
0,dataset/augmented/10k-images/1160.jpg,0.9999938,6.234911e-06
0,dataset/augmented/10k-images/1161.jpg,0.039323334,0.9606767
0,dataset/augmented/10k-images/1162.jpg,4.6627653e-07,0.9999995
0,dataset/augmented/10k-images/1163.jpg,0.9999999,6.99184e-08
0,dataset/augmented/10k-images/1164.jpg,0.22665113,0.77334887
0,dataset/augmented/10k-images/1165.jpg,1.1810727e-09,1.0
0,dataset/augmented/10k-images/1166.jpg,6.729794e-05,0.99993265
0,dataset/augmented/10k-images/1167.jpg,0.002411871,0.99758816
0,dataset/augmented/10k-images/1168.jpg,0.9998653,0.00013469215
0,dataset/augmented/10k-images/1169.jpg,2.3843262e-07,0.99999976
0,dataset/augmented/10k-images/117.jpg,0.99336046,0.006639587
0,dataset/augmented/10k-images/1170.jpg,0.9764574,0.023542533
0,dataset/augmented/10k-images/1171.jpg,0.9940057,0.005994295
0,dataset/augmented/10k-images/1172.jpg,1.0,4.2589555e-08
0,dataset/augmented/10k-images/1173.jpg,0.9882216,0.011778364
0,dataset/augmented/10k-images/1174.jpg,0.5642374,0.4357626
0,dataset/augmented/10k-images/1175.jpg,0.9999988,1.2493714e-06
0,dataset/augmented/10k-images/1176.jpg,5.55863e-10,1.0
0,dataset/augmented/10k-images/1177.jpg,0.9999919,8.121828e-06
0,dataset/augmented/10k-images/1178.jpg,0.99998987,1.0081149e-05
0,dataset/augmented/10k-images/1179.jpg,0.06449533,0.9355047
0,dataset/augmented/10k-images/118.jpg,8.794385e-09,1.0
0,dataset/augmented/10k-images/1180.jpg,0.9987257,0.0012742735
0,dataset/augmented/10k-images/1181.jpg,0.9999999,9.670433e-08
0,dataset/augmented/10k-images/1182.jpg,0.0070038317,0.99299616
0,dataset/augmented/10k-images/1183.jpg,0.99999964,3.2258112e-07
0,dataset/augmented/10k-images/1184.jpg,3.1881544e-09,1.0
0,dataset/augmented/10k-images/1185.jpg,0.999997,2.9618361e-06
0,dataset/augmented/10k-images/1186.jpg,0.598996,0.40100405
0,dataset/augmented/10k-images/1187.jpg,0.9949706,0.005029462
0,dataset/augmented/10k-images/1188.jpg,0.9999999,6.087502e-08
0,dataset/augmented/10k-images/1189.jpg,3.5521716e-05,0.9999645
0,dataset/augmented/10k-images/119.jpg,0.99966776,0.00033227025
0,dataset/augmented/10k-images/1190.jpg,0.9999999,9.626707e-08
0,dataset/augmented/10k-images/1191.jpg,0.99999976,2.8012497e-07
0,dataset/augmented/10k-images/1192.jpg,1.7160676e-11,1.0
0,dataset/augmented/10k-images/1193.jpg,7.230446e-10,1.0
0,dataset/augmented/10k-images/1194.jpg,2.8441303e-08,1.0
0,dataset/augmented/10k-images/1195.jpg,1.9609391e-08,1.0
0,dataset/augmented/10k-images/1196.jpg,0.93270254,0.06729749
0,dataset/augmented/10k-images/1197.jpg,0.99934477,0.00065522664
0,dataset/augmented/10k-images/1198.jpg,0.9978607,0.0021393166
0,dataset/augmented/10k-images/1199.jpg,1.1930061e-05,0.9999881
0,dataset/augmented/10k-images/12.jpg,0.07768595,0.9223141
0,dataset/augmented/10k-images/120.jpg,0.008273754,0.9917263
0,dataset/augmented/10k-images/1200.jpg,9.184883e-06,0.9999908
0,dataset/augmented/10k-images/1201.jpg,1.886967e-09,1.0
0,dataset/augmented/10k-images/1202.jpg,0.0008085088,0.99919146
0,dataset/augmented/10k-images/1203.jpg,1.0,1.3760557e-08
0,dataset/augmented/10k-images/1204.jpg,0.0005141015,0.99948585
0,dataset/augmented/10k-images/1205.jpg,0.99825543,0.0017445575
0,dataset/augmented/10k-images/1206.jpg,0.99714583,0.0028542085
0,dataset/augmented/10k-images/1207.jpg,2.218217e-06,0.99999774
0,dataset/augmented/10k-images/1208.jpg,1.0990813e-05,0.99998903
0,dataset/augmented/10k-images/1209.jpg,4.269797e-12,1.0
0,dataset/augmented/10k-images/121.jpg,3.985516e-09,1.0
0,dataset/augmented/10k-images/1210.jpg,6.666838e-05,0.99993336
0,dataset/augmented/10k-images/1211.jpg,6.935283e-09,1.0
0,dataset/augmented/10k-images/1212.jpg,0.9999056,9.445632e-05
0,dataset/augmented/10k-images/1213.jpg,1.0,8.704038e-09
0,dataset/augmented/10k-images/1214.jpg,2.3684953e-08,1.0
0,dataset/augmented/10k-images/1215.jpg,1.656535e-08,1.0
0,dataset/augmented/10k-images/1216.jpg,0.98629344,0.013706588
0,dataset/augmented/10k-images/1217.jpg,3.6358176e-12,1.0
0,dataset/augmented/10k-images/1218.jpg,0.0014065056,0.9985935
0,dataset/augmented/10k-images/1219.jpg,0.0027647046,0.99723536
0,dataset/augmented/10k-images/122.jpg,0.006372423,0.99362755
0,dataset/augmented/10k-images/1220.jpg,0.0003060449,0.999694
0,dataset/augmented/10k-images/1221.jpg,7.526915e-09,1.0
0,dataset/augmented/10k-images/1222.jpg,1.5119628e-05,0.99998486
0,dataset/augmented/10k-images/1223.jpg,1.2416195e-09,1.0
0,dataset/augmented/10k-images/1224.jpg,0.99999964,3.4165328e-07
0,dataset/augmented/10k-images/1225.jpg,1.0,5.1211096e-08
0,dataset/augmented/10k-images/1226.jpg,1.3079804e-11,1.0
0,dataset/augmented/10k-images/1227.jpg,1.0,7.6217105e-10
0,dataset/augmented/10k-images/1228.jpg,0.0026166728,0.9973833
0,dataset/augmented/10k-images/1229.jpg,1.2292813e-07,0.9999999
0,dataset/augmented/10k-images/123.jpg,1.5836589e-07,0.9999999
0,dataset/augmented/10k-images/1230.jpg,3.9357637e-09,1.0
0,dataset/augmented/10k-images/1231.jpg,1.0993364e-09,1.0
0,dataset/augmented/10k-images/1232.jpg,4.6315916e-05,0.9999536
0,dataset/augmented/10k-images/1233.jpg,2.603653e-10,1.0
0,dataset/augmented/10k-images/1234.jpg,3.513774e-08,1.0
0,dataset/augmented/10k-images/1235.jpg,2.707811e-13,1.0
0,dataset/augmented/10k-images/1236.jpg,6.196631e-10,1.0
0,dataset/augmented/10k-images/1237.jpg,7.5328535e-11,1.0
0,dataset/augmented/10k-images/1238.jpg,6.676852e-09,1.0
0,dataset/augmented/10k-images/1239.jpg,0.98631305,0.013686941
0,dataset/augmented/10k-images/124.jpg,0.99999976,2.0443937e-07
0,dataset/augmented/10k-images/1240.jpg,0.038403675,0.96159637
0,dataset/augmented/10k-images/1241.jpg,4.1783155e-06,0.9999958
0,dataset/augmented/10k-images/1242.jpg,2.493083e-05,0.9999751
0,dataset/augmented/10k-images/1243.jpg,1.8682242e-08,1.0
0,dataset/augmented/10k-images/1244.jpg,1.5239591e-05,0.99998474
0,dataset/augmented/10k-images/1245.jpg,0.9999988,1.1938833e-06
0,dataset/augmented/10k-images/1246.jpg,2.3265166e-06,0.9999976
0,dataset/augmented/10k-images/1247.jpg,0.9999951,4.903547e-06
0,dataset/augmented/10k-images/1248.jpg,1.0,3.1321736e-08
0,dataset/augmented/10k-images/1249.jpg,4.6936786e-12,1.0
0,dataset/augmented/10k-images/125.jpg,0.99997115,2.8807159e-05
0,dataset/augmented/10k-images/1250.jpg,0.99999976,2.898761e-07
0,dataset/augmented/10k-images/1251.jpg,0.009963541,0.9900365
0,dataset/augmented/10k-images/1252.jpg,0.044751488,0.9552485
0,dataset/augmented/10k-images/1253.jpg,0.9999907,9.257503e-06
0,dataset/augmented/10k-images/1254.jpg,8.648934e-08,0.9999999
0,dataset/augmented/10k-images/1255.jpg,0.99780554,0.002194523
0,dataset/augmented/10k-images/1256.jpg,0.000992569,0.9990074
0,dataset/augmented/10k-images/1257.jpg,0.6578193,0.34218073
0,dataset/augmented/10k-images/1258.jpg,0.9999578,4.217942e-05
0,dataset/augmented/10k-images/1259.jpg,0.99999964,3.8828045e-07
0,dataset/augmented/10k-images/126.jpg,0.0038978062,0.9961022
0,dataset/augmented/10k-images/1260.jpg,0.0001948817,0.99980515
0,dataset/augmented/10k-images/1261.jpg,0.00074581616,0.99925417
0,dataset/augmented/10k-images/1262.jpg,0.0006134392,0.99938655
0,dataset/augmented/10k-images/1263.jpg,0.99182713,0.0081728175
0,dataset/augmented/10k-images/1264.jpg,1.8644989e-06,0.9999981
0,dataset/augmented/10k-images/1265.jpg,0.006485338,0.99351466
0,dataset/augmented/10k-images/1266.jpg,7.66501e-05,0.99992335
0,dataset/augmented/10k-images/1267.jpg,0.99997544,2.4555184e-05
0,dataset/augmented/10k-images/1268.jpg,5.969164e-13,1.0
0,dataset/augmented/10k-images/1269.jpg,3.674363e-12,1.0
0,dataset/augmented/10k-images/127.jpg,0.0044791047,0.99552083
0,dataset/augmented/10k-images/1270.jpg,0.6592342,0.34076577
0,dataset/augmented/10k-images/1271.jpg,0.99999964,3.7667473e-07
0,dataset/augmented/10k-images/1272.jpg,1.0,2.9267198e-09
0,dataset/augmented/10k-images/1273.jpg,0.9999999,6.7387255e-08
0,dataset/augmented/10k-images/1274.jpg,0.99595624,0.004043681
0,dataset/augmented/10k-images/1275.jpg,0.025479306,0.9745207
0,dataset/augmented/10k-images/1276.jpg,1.0205747e-09,1.0
0,dataset/augmented/10k-images/1277.jpg,0.00026634274,0.9997336
0,dataset/augmented/10k-images/1278.jpg,1.0896426e-05,0.99998915
0,dataset/augmented/10k-images/1279.jpg,0.99999523,4.7494327e-06
0,dataset/augmented/10k-images/128.jpg,0.9999989,1.1319707e-06
0,dataset/augmented/10k-images/1280.jpg,0.9999999,1.0684021e-07
0,dataset/augmented/10k-images/1281.jpg,0.99999535,4.595001e-06
0,dataset/augmented/10k-images/1282.jpg,8.5377756e-08,0.9999999
0,dataset/augmented/10k-images/1283.jpg,0.9971976,0.0028023487
0,dataset/augmented/10k-images/1284.jpg,2.7467362e-09,1.0
0,dataset/augmented/10k-images/1285.jpg,1.2153183e-10,1.0
0,dataset/augmented/10k-images/1286.jpg,5.1695514e-07,0.9999995
0,dataset/augmented/10k-images/1287.jpg,0.9988047,0.0011952713
0,dataset/augmented/10k-images/1288.jpg,7.395675e-05,0.9999261
0,dataset/augmented/10k-images/1289.jpg,4.0151836e-08,1.0
0,dataset/augmented/10k-images/129.jpg,1.5853301e-11,1.0
0,dataset/augmented/10k-images/1290.jpg,0.00017265318,0.9998273
0,dataset/augmented/10k-images/1291.jpg,2.53458e-07,0.99999976
0,dataset/augmented/10k-images/1292.jpg,0.13882266,0.8611773
0,dataset/augmented/10k-images/1293.jpg,2.4006927e-11,1.0
0,dataset/augmented/10k-images/1294.jpg,0.008095563,0.99190444
0,dataset/augmented/10k-images/1295.jpg,0.99999976,2.1683402e-07
0,dataset/augmented/10k-images/1296.jpg,4.7655827e-05,0.9999523
0,dataset/augmented/10k-images/1297.jpg,6.974245e-08,0.9999999
0,dataset/augmented/10k-images/1298.jpg,0.00015006117,0.9998499
0,dataset/augmented/10k-images/1299.jpg,7.6241104e-06,0.9999924
0,dataset/augmented/10k-images/13.jpg,0.4469136,0.5530864
