,backbone,case,accuracy,inference_time
0,resnet18,1,0.6375382522951377,0.004589682040007218
1,resnet34,1,0.3291397483849031,0.011113013910210651
2,resnet50,1,0.32573954437266234,0.010800636332968006
3,resnet18,2,0.6286977218633119,0.0031498333682184634
4,resnet34,2,0.657259435566134,0.006026669688846754
5,resnet50,2,0.34308058483509013,0.006405905536983324
6,resnet18,3,0.5158109486569195,0.002421674521073051
7,resnet34,3,0.32573954437266234,0.004249443178591521
8,resnet50,3,0.32573954437266234,0.005532360595205556
9,resnet18,4_1,0.6028561713702822,0.00461144032685653
10,resnet34,4_1,0.5528731723903434,0.009888827800750732
11,resnet50,4_1,0.6263175790547433,0.01078170278797979
12,resnet18,4_2,0.32573954437266234,0.00460880476495494
13,resnet34,4_2,0.32573954437266234,0.008086854996888534
14,resnet50,4_2,0.32573954437266234,0.014056985792906387
